Energy_a5,Coefficient_of_Variance_a5,Energy_d5,Coefficient_of_Variance_d5,Energy_d4,Coefficient_of_Variance_d4,Energy_d3,Coefficient_of_Variance_d3,InterQuartile,MedianDeviation,Detection
9050040.6672,1.0255,30764.948,-98.1637,35220.6731,171.893,55374.5977,-3.4029,200.4905,112.9013,Seizure
3468942.1294,-9.9566,14348.6656,-19.8316,19588.4074,-23.1221,47318.2685,24.7271,120.9874,76.9175,Seizure
4181381.2724,1.0081,12176.7316,-7.4358,17630.146,-86.6847,43617.8772,0.24376,170.8552,100.2434,Seizure
5976885.1843,2.5681,10666.7022,21.5413,15812.0723,133.3827,41267.0895,34.488,155.5917,92.2534,Seizure
3806920.7984,8.7438,18263.0968,-4.3412,21827.3025,-29.8401,26267.676,4.142,113.19,67.4918,Seizure
7533303.2964,-11.9144,10173.1531,-2.2376,18878.8631,-21.8707,51222.9739,-0.76637,193.2962,122.7975,Seizure
6640217.0836,-1.3828,12168.9925,-61.2004,16085.4097,-57.6537,66372.7336,-12.0255,199.1145,112.2466,Seizure
7320997.0592,1.2284,13204.7329,621.2685,19754.0476,-45.0303,42584.6983,-43.1092,160,93.756,Seizure
5464396.3769,1.2348,11840.9708,-23.1799,17194.3606,42.1543,52827.1768,-10.812,175.5354,98.7267,Seizure
3361269.235,2.5259,9346.5294,-5.1293,15419.4123,-11.9061,41520.4371,-10.9132,138.4254,81.236,Seizure
4741557.3869,-0.36976,10206.5257,65.5574,17560.1325,-102.4714,80406.3973,-6.7216,124.0452,80.1317,Seizure
8479564.9203,2.6997,8356.5934,86.9307,13173.5564,-4.5641,46024.446,-4.5883,177.9562,106.3911,Seizure
5728299.8592,-4.0783,11595.6006,-30.0164,15807.6645,3.9379,27633.8488,-9.6647,119.45,76.0781,Seizure
9020852.0196,-1.1774,7817.3636,136740.1854,15293.8142,17.5039,20314.0745,-6.5382,109.682,71.455,Seizure
314891.5401,-1.7414,9257.1092,12.0195,28114.1024,-14.5194,60573.3425,-25.6793,43.2935,25.776,Non-Seizure
1721658.1909,1.5967,10501.6642,-15.9196,21846.7036,-70.6759,49028.6949,-15.1553,59.449,38.3375,Non-Seizure
613824.1079,-2.3598,8112.5555,31.6719,25749.2145,-24.1302,47873.8963,-13.3416,41.255,26.7975,Non-Seizure
355281.4778,-0.8834,5221.0028,-41.896,14325.3136,145.2927,18624.7291,-5.2811,40.0573,26.6926,Non-Seizure
231056.88,-2.541,6781.1282,-47.85,13952.9025,23.1575,16517.0704,21.2944,35.4366,21.6754,Non-Seizure
242421.4347,-3.2197,10821.9499,1742.2952,29346.5184,26.6706,28268.8124,5.5047,39.811,24.6875,Non-Seizure
470397.9015,-1.7429,11277.825,49.9446,31923.8161,108.8411,51769.3504,9.876,45.8672,29.1935,Non-Seizure
545890.7706,1.538,20034.3916,41.6223,42254.6778,-153.8635,67172.2085,14.8037,53.4013,31.1204,Non-Seizure
424343.4294,-2.7685,20063.4643,-219.4431,55113.1647,-38.8282,113950.9114,1.0705,51.2268,31.8268,Non-Seizure
375252.9691,3.5887,11467.8595,4.0644,23592.1382,-247.329,39609.2284,-37.4744,38.4775,23.4382,Non-Seizure
205028.5462,3.5353,13823.7729,-181.4371,35532.1532,-1331.6657,50244.9026,-3.2876,38.6473,22.9127,Non-Seizure
261031.8532,1.5262,9824.4344,-79.3978,29108.7525,28.9859,34843.1259,73.3603,38.0528,22.1508,Non-Seizure
114499.3365,-7.1031,9697.5946,-23.1633,27926.7488,6.6849,27667.3866,-21.8977,34.5363,20.0281,Non-Seizure
161608.0295,1.0649,7124.8509,16.3381,13201.9454,34.7432,25848.9463,62.4336,31.2831,18.2039,Non-Seizure
236304.4533,2.8542,5178.2597,-32.5188,13874.0383,43.4059,15162.4421,6.9749,39.0211,23.4026,Non-Seizure
333090.3799,2.2548,4598.562,-149.9176,9386.6809,-311.5795,10215.805,-6.7199,31.6229,19.4639,Non-Seizure
174083.3022,1.1715,4065.4759,71.3257,6024.3876,50.2771,9988.2167,14.4171,30.3488,18.2611,Non-Seizure
820558.7794,2.8411,4403.7003,-13.571,6270.9448,44.6918,11716.4149,-5.4794,58.9393,34.107,Non-Seizure
1561166.1746,9.053,5309.9243,-9.3378,9856.5891,-78.7261,13700.205,-0.17448,47.3536,30.0936,Non-Seizure
374280.2673,-0.63121,7301.5653,9.9487,11607.5447,145.887,13109.022,-20.3734,32.3788,19.4273,Non-Seizure
388845.4824,-11.1967,3857.9528,178.8696,7555.983,-9.4819,12625.7897,-0.33388,35.9293,21.8704,Non-Seizure
452630.7885,1.6718,2326.6081,-78.588,5099.8004,-112.724,8096.4928,-37.4056,29.6183,17.8815,Non-Seizure
407189.1429,-5.9469,7008.4411,259.24,20697.5741,-1.5384,25679.4601,-8.9885,37.5516,25.5696,Non-Seizure
826589.0033,0.51217,15377.1896,-50.0044,46564.541,6.5575,48111.7593,-4.8042,42.2573,27.5492,Non-Seizure
277248.9844,0.4479,14197.0346,30.3045,29089.0091,-121.0359,48742.1152,-6.9947,38.5964,22.9708,Non-Seizure
968418.0419,-1.3598,18268.4263,26.2695,41139.6664,-300.3778,52228.2424,-0.046803,69.0216,43.4063,Non-Seizure
314919.2539,-1.5019,15300.3414,35.6761,51717.6352,16.459,46811.9184,60.9785,40.2357,24.2511,Non-Seizure
362448.4549,1.6864,14073.3173,-12.0505,25038.1033,-66.8862,59587.2818,-6.2651,40.3801,25.1657,Non-Seizure
679328.3709,-1.9233,14454.0864,5752.1085,39463.4504,10.7307,47411.6818,0.67839,42.7329,26.4843,Non-Seizure
393607.7589,3.1552,18317.4815,-1.4874,65567.51,-60.3756,68275.6732,0.86445,41.3399,26.0381,Non-Seizure
1905295.0794,-1.18,52341.1841,-147.5838,146321.0194,-156.4451,151416.9064,17.4422,63.9677,38.6964,Non-Seizure
5006644.4066,-1.5211,65228.9235,28.362,176949.1195,-0.76112,214688.923,14.6586,135.2402,78.7462,Non-Seizure
992214.4656,1.7959,22881.5477,-7.5132,61184.407,-53.5691,89259.5547,13.3717,54.2762,32.8074,Non-Seizure
803923.1689,2.1063,8828.9097,-761.2712,27174.3387,1688.9303,52987.4986,51.6812,47.2347,28.1267,Non-Seizure
207950.1245,10.2015,6906.6276,690.4969,17323.9271,506.2749,40869.4021,-5.6981,38.3501,23.073,Non-Seizure
521496.7133,-4.0756,17089.743,-0.75429,46204.9784,-1309.4578,52692.2962,-5.4495,41.0426,26.645,Non-Seizure
4091821.1324,2.0279,14704.0559,28.7197,43124.0255,-74.6942,70825.4466,2.6476,50.318,39.5034,Non-Seizure
1420227.6725,0.70012,61552.9134,-83.5027,186870.654,69.5554,99272.3932,-13.3475,68.7753,45.3201,Non-Seizure
278905.8302,-1.4543,46375.6689,16.4632,134920.3676,-7.9597,105109.677,93.8488,49.3327,31.2218,Non-Seizure
1028789.9897,-6.5703,69997.9496,22.0929,193400.2211,18.5816,156034.0732,-6.2387,49.3922,34.1625,Non-Seizure
1822673.7376,0.10395,10722.7143,48.6713,34593.0078,37.8542,70678.2546,3.6809,66.8047,44.3067,Seizure
1456933.4166,0.51439,6452.0205,-2478.1194,25241.6552,-11.0598,43148.6811,-12.6293,55.6861,42.1711,Seizure
3307535.3563,1.5148,5500.596,10.8654,12928.9969,-39.7456,34739.4396,47.4607,72.2068,53.0873,Seizure
455323.2844,-1.2874,3997.3976,38.7554,10901.8302,-47.6499,24179.5528,-96.1006,54.48,33.1,Seizure
971372.2965,47.1973,3343.7852,53.1152,9417.7648,-34.3676,17213.6053,-86.7709,69.0726,44.5371,Seizure
1966078.7482,0.10976,2786.1182,-57.2863,7008.5596,-20.9439,24593.8055,45.4925,85.6017,52.1382,Seizure
1597959.4828,-0.64374,2924.3267,160.6648,10960.3148,-95.3682,37990.9845,-5.9753,79.9108,46.4443,Seizure
2328668.4716,5.7477,3478.4888,-281.4144,16206.8033,27.5703,71027.2857,-109.1493,100.619,66.9571,Seizure
7479629.8737,1.0353,3814.1332,-0.037854,20215.1904,39.9374,99161.9108,10.5835,122.6607,71.9545,Seizure
2977011.367,0.82081,4727.4477,-17.0295,24643.2368,20.8553,93252.469,5.0329,142.511,80.4894,Seizure
4890722.8624,0.28075,6722.9691,-290.8809,25907.0372,72.9409,85506.6596,-9.8086,139.3937,82.8408,Seizure
3453271.3185,4.6876,10948.1374,-19.0747,38442.4609,91.0218,124604.9104,21.8774,140.6678,81.585,Seizure
5518879.9414,-0.62027,7547.5744,15.0631,36572.7248,39.2806,87460.7681,215.445,130.7894,75.9545,Seizure
3842226.3546,2.9168,11306.9908,-243.3766,58175.3446,6.8211,97252.2434,5.6458,161.8092,89.3835,Seizure
5002440.832,7.0424,19252.0234,-34.95,71212.2734,-30.3893,186872.1695,-9.4803,163.0833,91.8705,Seizure
1533931.0633,-4.6184,14342.7681,78.487,38818.7419,89.8278,161361.1331,11.2969,124.4105,73.359,Seizure
1217745.3516,-5.927,8041.0296,29.225,43425.5792,-57.2968,166929.929,6.9962,127.0011,73.4322,Seizure
1846249.15,0.17573,8983.6929,-801.7509,35136.5159,44.7657,145257.1697,39.1811,124.1557,74.0181,Seizure
2843135.7902,-0.70361,10535.3448,138.9886,42755.793,-8.6761,122900.7902,-10.8202,123.8584,74.6817,Seizure
1577860.5751,2.2419,10475.8598,-17.4433,34986.6092,-0.16217,143862.1878,5.6089,104.8829,61.6106,Seizure
1770087.6835,-0.35831,9082.572,-76.5926,35801.4763,-226.98,122771.4534,-1.9881,105.2822,59.4208,Seizure
1753196.67,-0.41767,11098.4123,503.2197,42520.6216,-257.8771,125947.0245,1.4475,120.7411,70.0395,Seizure
1812105.0471,16.4226,9136.0499,66.8346,31263.0361,-79.1708,100075.8279,-11.738,102.8444,61.0581,Seizure
2752987.8196,-6.8742,19402.9178,-14.3892,60112.1641,-16.8303,188027.4036,-36.1701,115.0672,66.8943,Seizure
1920052.2478,-0.30454,13324.3142,13.6997,54388.7487,-793.5303,248282.8805,9.4433,95.0895,57.9236,Seizure
1654393.6624,-10.2372,10976.6396,-178.2692,36731.4674,-19.6358,179126.2902,-0.40154,120.7496,69.7862,Seizure
4553141.4221,1.0737,7394.8188,33.6294,28413.4658,123.0974,167442.7233,-56.8053,104.8405,69.3806,Seizure
2472290.6843,-1.0522,6695.6126,-137.3168,31916.0741,18.7847,146687.3315,-95.6444,100.2028,57.9743,Seizure
1520461.459,-0.88458,7142.5166,10.4306,27623.4621,-33.1619,128774.8846,-5.0836,90.2564,54.1858,Seizure
2096895.4909,57.982,9072.1288,38.3934,47080.2815,21.5067,194899.6176,137.1727,111.2024,65.1225,Seizure
3032686.7114,1.6967,8026.6384,-40.9178,44474.4036,43.2639,210277.6152,-25.4772,103.8892,63.4063,Seizure
1957376.8903,0.097946,9949.5452,-6.0836,70205.5774,-274.8763,239672.738,-155.8223,105.435,66.133,Seizure
2013493.3096,-0.80014,13478.4968,-16.9964,82096.4748,-2.1664,209061.6906,0.11875,119.9427,69.4304,Seizure
2855100.9227,-3.1596,17428.1816,1.2654,84202.9887,5.5485,391234.0304,-5.8643,135.4696,84.0424,Seizure
3594304.9807,-0.93751,17570.5894,417.4121,97121.7658,288.8481,377156.1941,2.4258,122.5248,74.4592,Seizure
8366063.756,0.28295,37072.6109,25.2521,269683.4191,58.1831,444005.392,8.5441,153.3238,93.9853,Seizure
12593794.6304,-5.1927,34893.7741,-19.1384,203657.9783,-49.008,411939.7974,-11.1549,166.0477,104.3934,Seizure
11710851.2875,-2.8522,52220.0631,-14.111,213886.995,-115.8891,592635.2704,-165.9137,202.1553,120.6596,Seizure
15949409.4101,-983.372,81868.5842,-239.7945,266142.7381,76.1867,599815.9062,22.8987,242.459,143.3685,Seizure
9135825.5917,-0.11496,65291.7346,9.1953,198205.1626,-108.6136,356605.6759,-3.6267,143.1481,87.6022,Seizure
5274672.3534,2.4206,85076.5444,66.3616,243985.5777,25.5215,551691.1289,2.5542,134.136,82.2287,Seizure
6171593.5138,2.1813,45222.6564,200.9847,140730.4863,32.8973,601498.2595,1.4791,160.671,96.1415,Seizure
5762583.2863,-2.9742,49393.9843,-88.701,245089.4282,79.7689,530422.0344,99.3116,152.1007,92.2875,Seizure
2642538.7377,-0.37611,37639.4912,28.3786,196549.831,98.1734,312915.1652,-2.6191,138.2131,82.6799,Seizure
2861999.6805,-5.1281,26833.364,-83.9273,107753.3207,51.6648,472695.944,16.3719,134.8665,82.1329,Seizure
4234354.2391,-5.871,27393.0929,113.1253,99244.0277,8.9137,306360.3201,19.9505,148.2359,87.4914,Seizure
4562666.8613,0.15527,30418.7866,-43.5677,116957.0591,-7703.1985,274242.2126,-6.2761,146.4692,82.4246,Seizure
4189284.3173,3.0013,30694.6568,-81.4497,137395.6025,14.7984,416887.931,11.7943,158.5815,90.3815,Seizure
3598848.671,0.57482,24813.76,76.6561,91539.349,-78.0782,317758.906,286.6153,150.4868,91.439,Seizure
5196598.5228,-1.5319,23387.1512,54.5435,115168.9175,-5735.788,334888.9054,6.3389,166.7612,99.6968,Seizure
3048480.7014,-2.6918,21781.4284,82.2487,92756.5176,463.4101,287655.2625,-29.1001,157.2225,93.8843,Seizure
5104850.2334,-5.5712,20035.9117,-8.9572,107370.4537,92.1858,291377.5849,598.7135,170.439,99.4214,Seizure
3207670.0999,0.23827,18377.0365,-27.9419,68996.6518,24.9139,415325.3006,-9.3727,133.7368,81.1809,Seizure
3928858.3977,2.249,13550.7598,0.55993,61669.0393,-3.3311,332436.3366,-13.0063,159.6517,93.6435,Seizure
4942212.7802,0.89114,21156.6217,-71.7394,73290.8927,-29.1951,345368.6699,0.49086,157.6981,90.6203,Seizure
4341050.2351,-1.7426,16335.5463,289.7331,73242.8786,48.6255,268941.7059,15.7803,153.6635,91.4562,Seizure
6067166.5816,-0.3097,16597.752,300.0746,56030.4939,9.2825,264098.7903,-43.0612,148.788,87.9809,Seizure
3879023.9055,2.2144,18548.3067,26.8841,64545.8876,-23.0839,280624.1759,-1.2867,147.8282,86.048,Seizure
6591763.2492,-25.8265,19907.2611,41.9694,100975.3151,-83.4487,212588.3958,16.5718,166.1156,98.8108,Seizure
4653502.708,-7.5167,15183.4088,-12.9479,89021.447,-18.0588,324584.5361,-5.8138,140.7613,86.6699,Seizure
9053144.1693,-1.8217,18407.7209,-27.7941,63209.7358,31.7022,243491.1164,-83.1305,147.0128,89.9957,Seizure
3725368.2022,-0.52618,18036.6956,-24.4167,59469.8209,29.6666,282889.6414,-8.9547,171.1525,99.1652,Seizure
7525283.0351,0.5056,74712.6063,-18.1986,204459.3372,4.2508,684624.0554,26.2985,174.0574,109.7652,Seizure
20706476.2675,0.85535,132620.9711,77.3301,647211.1656,9.2941,1975414.8331,-10.4945,244.6334,139.326,Seizure
6695007.7034,-0.73894,26726.0557,159.3535,82419.0262,27.0702,279656.4957,12.4311,195.564,116.009,Seizure
6142501.1411,0.48672,25502.2708,13.6354,101961.3822,-144.445,326040.6522,28.2143,165.538,93.97,Seizure
3945809.2931,0.74677,27418.6251,113.8554,95491.3134,44.7732,554571.7617,-2.6969,133.5839,84.0131,Seizure
4389108.9264,-4.1238,41607.4986,40.5609,288545.8849,-24.3114,626650.3689,-13.8968,166.6168,100.9548,Seizure
8628601.527,1.0501,156986.1515,-13514.1457,506834.786,-85.0337,2257569.928,-10.8317,220.1285,123.6434,Seizure
5667940.7143,-14.0484,18001.1398,-110.8626,65682.7238,8.9919,206845.1837,4.3894,173.242,97.539,Seizure
6887088.9395,1.917,19481.0161,28.0183,44385.984,8.5296,230363.2704,8.4141,161.9961,94.0196,Seizure
4778631.1154,3.301,18628.8453,24.6575,62673.6219,1619.379,173117.9395,-426.7775,166.0137,97.1957,Seizure
8796488.8381,0.41815,16145.4038,-414.1019,47763.3644,9629.7993,228821.5243,1.048,172.2058,103.043,Seizure
6062917.6054,0.22599,16750.2403,5.8347,45703.3867,-74.6173,144340.2812,-96.7136,160.654,92.5002,Seizure
7076915.3021,-0.63458,16645.5562,1.7277,58235.6252,37.27,176979.9263,-14.7265,157.7491,91.0669,Seizure
7177724.2603,-1.9734,18422.4028,108.3067,48465.327,99.1058,184292.2211,-52.4556,163.6014,96.3699,Seizure
6658858.5937,-1.4009,18476.7392,24.1955,58269.0989,46.9403,183634.139,42.6437,152.7377,87.6024,Seizure
6293664.5085,-0.25862,12675.1697,78.2685,64879.8711,-34.5559,160898.257,7.9024,142.2562,84.1334,Seizure
5418127.8994,-0.61354,15036.9042,6.2917,36657.3149,0.96106,110455.9656,21.7213,168.1117,93.1522,Seizure
5131451.5265,-1.8659,18423.508,13.7418,61424.0027,-324.6032,120913.139,-20.8898,155.8974,95.1237,Seizure
3839662.7053,-0.30233,18131.7927,-81.4485,31866.7082,31.714,81585.58,-24.7008,130.7724,80.3835,Seizure
6606741.982,0.015796,16961.4441,-235.6003,32013.7012,11.2892,62046.2139,9.483,140.8462,80.7453,Seizure
3070615.0797,-22.2605,434861.9862,66.1381,385510.2336,39.2972,561195.1677,-46.859,118.8979,77.6031,Non-Seizure
3437842.2562,5.8627,378385.592,-15.5891,330395.5242,56.3442,345312.0556,0.366,109.1214,74.4985,Non-Seizure
2321593.0013,-9.1821,679993.0329,-2.8643,580880.9615,-27.6503,618475.2557,4.0887,121.3357,86.3914,Non-Seizure
2589536.6982,6.0885,300789.4722,63.8738,258900.2447,-121.3092,256868.1989,-9.4586,91.6154,67.5597,Non-Seizure
5491255.069,4.4354,494350.6289,-4.4594,904453.5533,-87.602,515435.8873,117.3602,155.3114,98.0466,Non-Seizure
4415188.2387,-121.9885,854675.7451,-13.0604,954301.7916,14.6924,806535.7632,-3.9567,126.6783,92.2141,Non-Seizure
5037117.6661,-1.4462,38482.0059,-18.3953,118107.6192,23.5593,182901.298,-8.0606,110.6843,73.4791,Non-Seizure
4018201.0469,0.66515,15182.1889,-45.1508,23454.9047,-43.6546,28259.5234,6.9989,86.1623,51.4102,Non-Seizure
4296137.5731,-2.3477,746774.096,25.7137,937516.451,-1341.4169,1011935.7348,-10.0853,155.4133,95.1963,Non-Seizure
6324642.6205,-0.48102,109802.2716,5.1012,298242.1211,31.8159,215129.4989,0.32766,147.0383,84.1156,Non-Seizure
5104765.2978,-0.32265,630390.0252,-30.8828,912835.2999,-4.604,810589.3541,49.7617,117.4794,89.1052,Non-Seizure
4107606.3009,1.4954,990856.0132,-223.979,977381.0457,-200.9951,1166729.1548,3.2632,147.1062,100.9653,Non-Seizure
5234741.5044,-5.1784,586780.8845,-31.9221,823491.8977,-18.2284,391560.5234,6.2264,118.779,82.8399,Non-Seizure
4572464.5032,-5.015,723943.1289,5.8754,812584.6638,44.6385,799312.3482,1.8094,118.1844,84.2824,Non-Seizure
3046694.6316,1.0358,472684.3896,16.0446,414292.7931,-124.2956,409674.246,-3.2597,101.5618,75.6258,Non-Seizure
1733275.5528,2.1975,516765.6218,232.0631,441636.3518,559.522,389253.2163,13.5118,80.1826,62.9932,Non-Seizure
1613076.6026,1.4666,7187.7991,3.1956,14824.5021,-74.5631,18818.1516,-0.29178,68.9367,42.7991,Non-Seizure
2101619.0635,-2.5869,3990.3515,18.0212,8397.7447,-44.7701,11524.4314,-20.2878,91.7428,51.3568,Non-Seizure
1029502.351,-1.2793,4627.3497,24.4122,7881.1699,53.9837,12373.0708,-3.5485,55.4738,32.451,Non-Seizure
2633349.5183,-0.30089,57392.7304,-13.0741,421827.5946,3.5914,216939.1203,50.6589,100.5171,72.9496,Non-Seizure
3758715.9403,-2.4618,81966.657,337.4251,153872.9196,78.1611,113261.9812,-10.7065,80.0977,55.2558,Non-Seizure
12618720.3393,0.60041,209306.7979,-37.5807,293500.3089,-4.6654,273991.0828,-9.0852,146.9958,90.5113,Non-Seizure
3924836.2651,-11.3444,417379.6169,239.8712,360481.584,-175.4319,334819.1909,193.9681,115.6617,79.3948,Non-Seizure
3887190.0377,0.99381,22399.7826,47.2663,48256.3228,-2.3107,56295.0013,-7.6807,75.8507,45.5119,Non-Seizure
3514233.7229,5.5559,765821.1515,24.9007,796362.4487,83.6033,612501.7983,-7.495,154.6318,97.3582,Non-Seizure
4348744.8388,0.26703,326610.9639,-18.6151,567437.104,27.277,591404.8441,9.4113,130.0165,89.9185,Non-Seizure
2829266.7375,68.3616,787322.8254,-259.4677,859863.837,13.7565,819624.9842,21.5445,132.9469,91.7295,Non-Seizure
2918557.8357,5.418,112975.4756,-24.2058,264656.1849,51.7036,332538.0675,-15.226,114.9737,74.3833,Non-Seizure
4548390.0163,-1.0369,146615.3199,-100.7111,269111.7664,198.0679,277266.1134,2.4233,123.5951,81.3532,Non-Seizure
4619997.1573,3.3455,92890.0198,34.1875,244317.6027,6.1806,168982.4062,-19.5668,106.3354,68.9712,Non-Seizure
2698966.5383,0.25919,32970.6839,152.314,93676.515,18.6498,92094.2265,3.4236,51.9148,35.5154,Non-Seizure
5851407.218,-1.6736,303628.4929,-32.0928,328047.0519,-7.6277,434735.5353,-1.6715,93.1868,72.3819,Non-Seizure
1246875.5354,-1.1756,43097.5103,27.9718,174414.1179,-142.7662,529125.1563,-3.5224,59.6443,46.3661,Non-Seizure
9365450.72,-2.8755,287371.2415,0.36178,525203.6797,17.6154,421594.6203,-4.3653,139.9459,92.3905,Non-Seizure
4253164.922,4.2649,53051.9144,-25.2062,293979.0417,-51.7834,308943.0366,2.0413,97.8755,64.1391,Non-Seizure
14571276.4965,-0.081093,186573.3024,-25.1503,548918.2121,4833.4971,456312.3393,6.8088,182.4749,114.2061,Non-Seizure
7486946.4059,0.20904,102512.5478,-13.5642,451436.7447,-26.8344,401896.9596,-2.177,85.1346,56.4642,Non-Seizure
1504897.0125,-0.67533,31172.9544,127.6626,94212.4265,-63.433,95627.5253,-18.362,56.1958,33.6051,Non-Seizure
1358225.1708,3.4979,20577.2535,93.4401,73746.7936,47.7734,78331.9395,-5.3368,64.4349,43.9801,Non-Seizure
713906.0821,-2.084,12789.5247,-13.2396,30114.442,-9.845,50692.5426,-1.5973,43.7862,25.7531,Non-Seizure
1719137.8763,6.8731,10889.7433,-126.1256,19917.4091,-19.7675,44821.7297,3.274,95.3867,52.6684,Seizure
1636907.5805,1.0123,14756.686,-4.974,32600.5119,31.4263,89326.9296,-25.2038,92.9745,53.9939,Seizure
1315434.1206,-3.1002,39887.7361,2.9142,37356.3148,35.525,106325.58,-15.4083,89.1777,54.449,Seizure
1536045.5567,-4.2891,16594.563,-40.6206,27027.8761,46.2747,84649.7552,-18.7461,107.2018,62.8539,Seizure
3184643.391,-3.0256,72895.8909,-21.3866,71786.0385,-278.8445,109715.3534,7.1088,114.3961,68.0707,Seizure
1643759.1214,2.6892,4863.3811,12.4015,14405.698,196.4882,49886.9477,-7.4425,109.1894,63.9892,Seizure
2422649.7226,-1.169,12262.1305,-62.1248,28147.6806,180.8271,68081.3338,1490.7663,91.6494,51.9965,Seizure
4031761.1651,0.27543,17436.9,89.7329,34456.2965,76.9717,56346.0098,17.7722,130.1778,73.3031,Seizure
4259954.9312,1.2824,36854.6227,48.8087,68112.3335,-646.0565,55274.7305,-3.7552,158.4966,82.8809,Seizure
447418.0834,17.9171,1444.8759,5.2418,4137.6743,103.5972,5051.2326,-1.1715,28.0639,16.1303,Non-Seizure
1564146.7671,-0.044747,7647.3891,-7.9602,8653.7937,-380.909,12796.7665,12.5554,47.7443,32.717,Non-Seizure
1230130.3034,-1.18,4370.0942,14.2275,7445.9685,34.1576,7215.7668,-41.2968,35.5471,20.0669,Non-Seizure
152274.6759,0.85937,2134.3884,-47.4581,3201.6224,16.4795,3370.6288,-4.7622,17.523,11.0341,Non-Seizure
136003.1981,2.7016,798.9298,11.7387,1931.4961,-522.1546,3298.9827,-137.879,22.6108,13.6012,Non-Seizure
95820.6341,-1.4629,762.1462,4.5282,3018.2488,76.2181,5908.4898,-17.9739,20.0202,13.4593,Non-Seizure
114688.1248,-4.5627,1350.6814,-51.5746,3728.2707,5.9071,6646.3481,-6.1777,17.9816,10.7568,Non-Seizure
112147.6873,44.7571,1892.1433,46.2099,4197.4684,-55.0949,4972.0108,-105.5464,18.3384,12.5264,Non-Seizure
40083.9774,-24.4614,1545.4009,-81.7579,2923.2219,-47.8735,4667.5122,28.0412,15.6713,9.4566,Non-Seizure
209086.1756,-0.7793,1296.459,7.3878,3068.2682,70.3717,5044.6778,-5.1104,23.4177,16.2692,Non-Seizure
119725.4366,-7.9219,720.106,50.2581,1619.329,100.5014,3272.0393,-20.51,17.5484,10.9351,Non-Seizure
66439.7728,0.086931,557.8718,-13.2288,1305.6249,-40.5394,4188.7346,-22.5809,14.0489,8.3273,Non-Seizure
32115.9193,1.5829,544.4036,-17.2431,1075.2349,27.9833,2828.7336,-167.6515,13.7092,8.0138,Non-Seizure
142190.2868,0.64296,529.6799,34.9625,1342.9436,-5.3913,2358.6048,9.745,15.9941,9.7968,Non-Seizure
41524.7412,-6.0047,898.1643,29.2978,1668.0216,920.6819,2780.4909,25.4487,13.0127,8.1306,Non-Seizure
77976.4803,-1.7219,551.499,207.9958,1122.0548,-116.6184,3186.0407,4.5193,20.1051,11.4523,Non-Seizure
70425.6609,-6.5738,384.6668,2.0387,1008.5246,-1565.6072,2352.0487,-9.2936,17.7608,10.3623,Non-Seizure
152514.3521,-3.0618,650.1277,-15.103,1582.714,700.3688,2865.4537,49.8938,23.061,13.1692,Non-Seizure
431295.3733,-1.2992,1277.9117,2.1017,2560.4825,43.0528,4131.3969,-160.7109,30.9773,17.5564,Non-Seizure
81140.1529,0.92988,460.9868,-73.5825,871.3331,15.3077,2661.5379,-8.7186,15.6373,9.3153,Non-Seizure
116631.7587,-4.5049,351.2532,110.9406,938.7758,4.1995,3981.9733,32.4776,22.5004,12.8014,Non-Seizure
45618.567,0.8277,461.7743,457.8979,999.1803,-0.54025,3122.3764,31.9764,13.8706,8.212,Non-Seizure
39009.3768,-0.62761,719.8618,-56.622,2838.5851,-175.0487,5506.7682,8.0763,16.3168,10.3512,Non-Seizure
77791.8164,-2.492,1650.1449,112.5849,3186.3919,-199.5066,5455.3911,-2.6241,18.0836,11.034,Non-Seizure
143189.9856,-13.0046,1126.653,-33.1476,3172.6337,1906.6964,4700.9057,4.7265,23.4857,13.5002,Non-Seizure
208344.4852,-2.2453,1755.1897,40.0242,4093.3285,77.673,6943.7223,-7.2543,23.8764,15.0928,Non-Seizure
132034.958,-2.8484,3652.7617,-40.0582,8738.7202,-129.5401,15950.7801,-5.7298,25.21,15.705,Non-Seizure
178653.0767,-0.66108,2083.7086,43.9346,4336.5634,4.0367,7409.2179,-40.2715,19.7823,12.0151,Non-Seizure
33361.7866,-96.5979,1446.8129,-56.6556,3089.7442,44.9963,3503.5858,18.6568,14.618,8.6418,Non-Seizure
111057.3503,-3.4659,1379.537,-47.5941,3316.4125,-159.8163,4077.8874,-4.3858,19.2557,11.9977,Non-Seizure
323927.2548,1.4781,1768.0085,-10.7041,2529.9242,-140.5832,6324.2779,5.5011,33.7973,18.7185,Non-Seizure
122342.3552,-0.56347,2671.6296,25.8328,4104.6462,33.9945,7087.8853,-57.7448,18.3724,12.0952,Non-Seizure
287526.6728,1.8366,1738.932,-467.5894,4214.0215,45.3339,9876.8958,3.2681,26.535,15.9457,Non-Seizure
134713.9362,1.143,574.1579,267.6675,1764.8829,-17.4698,4431.2948,830.5695,20.3599,11.8141,Non-Seizure
153755.7064,2.2459,607.4792,45.788,2214.5634,-8.4582,6220.0336,0.54439,17.5399,12.3031,Non-Seizure
151167.2369,-8.914,379.0065,5.8611,1259.5604,-8.2991,3373.0376,9.6962,18.4913,12.166,Non-Seizure
69940.943,0.67068,432.448,6.9134,919.3955,-7.5275,2052.408,-4.295,13.2675,8.154,Non-Seizure
96066.7902,-1.361,373.6295,88.1704,904.8689,-33.3251,1566.9581,-9.9839,16.801,9.4881,Non-Seizure
